pet_id,name,age,gender,size,status,date_arrived,adopted_date,type,breed,shelter_name,city,state,snapshot_date
2ca00722-d264-4e07-8691-5378d2bbd693,Pet_1685,2,Male,Large,Available,2025-07-25,,Dog,Beagle,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
38a4d84c-2f12-46be-ba92-e49fd8353440,Pet_6894,5,Male,Small,Adopted,2025-10-21,2025-12-24,Cat,Bengal,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
3e058aaa-654c-4440-a2d1-a41c445ae563,Pet_5550,1,Female,Large,Pending,2025-08-29,,Cat,Abyssinian,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
39ec4563-a815-46c6-9860-6f2004aad63b,Pet_1400,12,Female,Medium,Pending,2025-12-21,,Cat,Oriental Shorthair,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
4d833eac-4334-4437-b77a-85771055f9ab,Pet_5653,0,Female,Small,Available,2025-09-29,2025-11-15,Dog,Boxer,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
8696b017-75b0-4230-9420-e3b09e795c72,Pet_9574,15,Female,Medium,Pending,2025-07-10,,Dog,Mastiff,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
5df5e891-d7c0-4334-9cb6-3e84bd33b2ff,Pet_7047,2,Male,Medium,Pending,2025-08-10,,Cat,Devon Rex,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
7fb2db7f-a518-419b-bb6f-88c549f797fc,Pet_3461,9,Male,Large,Adopted,2025-11-09,,Dog,Yorkshire Terrier,Forever Homes,SomeCity,SomeState,2025-12-31
949ec0f4-00c1-45dc-9853-ececc95f3798,Pet_7984,1,Male,Small,Pending,2025-07-27,,Dog,Mastiff,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
6d604980-da84-4057-9009-8cf8706e7588,Pet_6384,13,Female,Small,Available,2025-12-28,2026-03-05,Dog,Boxer,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
554c7b70-db88-4281-99ae-5ccea9a473f4,Pet_7927,5,Male,Small,Pending,2025-11-18,2026-02-14,Cat,Siamese,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
ef4d2984-5fa2-40a6-9de2-0002cea03f65,Pet_6819,9,Male,Medium,Available,2025-10-04,,Cat,Abyssinian,Forever Homes,SomeCity,SomeState,2025-12-31
2be512ed-1ae4-44df-8685-3c0f415767de,Pet_3242,6,Female,Large,Available,2025-10-14,2025-12-30,Cat,Persian,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
baf24745-63e9-4062-b3c4-83d906a49311,Pet_8952,15,Male,Large,Available,2025-08-10,,Cat,British Shorthair,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
4b3b1726-1d34-4506-88b8-572bdcb18fe2,Pet_7716,6,Female,Medium,Adopted,2025-08-23,,Cat,Scottish Fold,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
4f50a9bd-3a1e-4376-bab7-6ec0495c30d0,Pet_4738,14,Female,Small,Available,2025-07-05,,Cat,Birman,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
c9800135-29a7-40a9-b4f8-2e46aa41c220,Pet_5415,3,Male,Small,Adopted,2025-10-16,2025-12-26,Dog,Rottweiler,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
c74a430a-378a-4701-80b7-243dfcd887c1,Pet_5740,7,Female,Medium,Pending,2025-09-20,,Cat,Oriental Shorthair,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
fa7c6303-1a92-4d2d-b6fa-e98630dc09bd,Pet_4229,3,Male,Medium,Available,2025-11-12,2025-11-15,Dog,Mastiff,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
4009aa76-22c5-4ae9-9ce3-72b22aafc576,Pet_3801,4,Male,Small,Pending,2025-12-12,2026-01-09,Cat,Turkish Van,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
dcd1d9f3-83e4-4391-82bc-338e83cf2d01,Pet_5154,15,Male,Large,Pending,2025-08-28,,Dog,Shih Tzu,Forever Homes,SomeCity,SomeState,2025-12-31
3e954f39-ea2f-4822-a12f-10723c27337a,Pet_7229,7,Male,Small,Pending,2025-08-25,,Cat,Sphynx,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
3d10975d-310e-4509-9c97-f85ed4933272,Pet_6826,5,Male,Medium,Available,2025-08-12,2025-10-26,Dog,Border Collie,Forever Homes,SomeCity,SomeState,2025-12-31
a20b6e87-181c-4269-aa18-5c4bd9ee6bac,Pet_2493,13,Male,Medium,Available,2025-10-28,2026-01-16,Cat,Maine Coon,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
71252858-5f47-43ad-b531-80007a2d45f9,Pet_7337,9,Male,Large,Available,2025-10-10,2025-11-29,Cat,Norwegian Forest Cat,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
fe774268-20a5-4636-a998-41c8640886bc,Pet_2551,15,Male,Small,Available,2025-11-01,,Dog,Border Collie,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
f6773f95-d63d-4f8d-939e-6cb979610e5d,Pet_2302,10,Female,Large,Adopted,2025-09-18,,Dog,Dachshund,Forever Homes,SomeCity,SomeState,2025-12-31
19c01960-16a6-4612-833e-3343fc1fff79,Pet_9163,5,Female,Small,Pending,2025-09-27,2025-12-10,Dog,Golden Retriever,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
0c87a92c-03d3-409e-b877-94cd86d06fc3,Pet_3472,6,Female,Small,Adopted,2025-09-09,,Dog,Cocker Spaniel,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
2cf6da96-8c12-46ff-b54e-864acc6b2f6c,Pet_6726,11,Female,Large,Adopted,2025-11-06,,Dog,Great Dane,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
fd925757-5869-4250-af00-66295dcfb1f0,Pet_1369,6,Male,Medium,Pending,2025-07-19,,Cat,Maine Coon,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
e3fe8853-29ca-40f0-b508-f81d90b4d3d8,Pet_9343,6,Female,Small,Pending,2025-07-24,2025-08-22,Cat,Oriental Shorthair,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
ec75b021-c087-47b5-a1c4-bbfebe34247e,Pet_7055,11,Female,Medium,Adopted,2025-08-15,2025-08-27,Cat,British Shorthair,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
d9d8641c-d9d6-49b9-84a0-a0ff7bc9bdd7,Pet_4340,9,Male,Medium,Adopted,2025-07-10,,Cat,British Shorthair,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
72d832fa-5955-4373-93e6-72a6ea2d6485,Pet_8052,1,Female,Small,Adopted,2025-11-13,2026-01-07,Dog,Yorkshire Terrier,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
2c88ca16-5ba1-4524-9d07-a78f837b9b6d,Pet_6856,11,Male,Small,Adopted,2025-10-13,2025-12-17,Cat,Himalayan,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
f9401f44-827c-4754-9caf-a05f5a65412d,Pet_9872,6,Female,Small,Available,2025-12-10,,Dog,Shih Tzu,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
6241133e-4227-448a-b611-174f6281d094,Pet_2791,7,Female,Large,Pending,2025-07-22,,Cat,Siamese,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
b75f9995-7877-4294-b73d-1f71690c3707,Pet_1051,8,Female,Large,Pending,2025-11-16,2025-11-19,Cat,Russian Blue,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
3e85ac92-4663-4bd8-abd1-d00bda02b595,Pet_4538,14,Female,Small,Pending,2025-09-02,2025-10-14,Cat,Bengal,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
1677e9ab-647c-42c5-a415-545c27a3e67e,Pet_3315,3,Male,Small,Pending,2025-08-11,,Dog,Beagle,Forever Homes,SomeCity,SomeState,2025-12-31
c406af47-c0a6-4d75-a405-af65c2c7e14a,Pet_6996,8,Female,Small,Available,2025-08-17,2025-08-22,Dog,Chihuahua,Forever Homes,SomeCity,SomeState,2025-12-31
b3d90993-3015-441e-8bb4-83f07705c426,Pet_5574,6,Female,Small,Adopted,2025-09-26,,Cat,Sphynx,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
5270874d-1e10-4c48-a498-05b2de8479a7,Pet_7297,6,Male,Medium,Available,2025-10-04,,Dog,Golden Retriever,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
2b32e279-8b17-4315-8312-46998fb60ffd,Pet_7150,14,Male,Medium,Pending,2025-07-06,,Dog,German Shepherd,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
b17aefd4-9cea-4b41-bd49-3b64f7bc44c7,Pet_9309,4,Female,Large,Available,2025-08-25,,Dog,German Shepherd,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
9273eb1d-9522-4d1a-8f4a-c029d38aad83,Pet_7776,0,Female,Medium,Available,2025-10-06,,Cat,Turkish Van,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
85d2521a-c426-4b18-8794-af1817f1d344,Pet_4982,8,Male,Medium,Pending,2025-09-29,2025-10-15,Cat,Scottish Fold,Forever Homes,SomeCity,SomeState,2025-12-31
a4a0f944-289f-4df0-9e63-448299bbe52d,Pet_6651,9,Female,Small,Available,2025-10-03,,Dog,Bulldog,Forever Homes,SomeCity,SomeState,2025-12-31
793104f6-e490-4795-aa90-f3d90f25e384,Pet_9080,9,Male,Small,Available,2025-08-14,2025-10-29,Dog,German Shepherd,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
f2ceb14e-8705-482c-b127-6c39ae734b4f,Pet_8820,15,Female,Small,Available,2025-12-24,2026-03-18,Cat,Norwegian Forest Cat,Forever Homes,SomeCity,SomeState,2025-12-31
d17ad954-1952-4dc3-a7d6-aa96497dc570,Pet_9362,0,Female,Medium,Pending,2025-11-10,,Cat,Sphynx,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
f587e54b-e5f0-4db8-8c77-d72fc415664b,Pet_9548,6,Female,Small,Available,2025-10-12,,Cat,Siamese,Forever Homes,SomeCity,SomeState,2025-12-31
ed53fa25-5761-4d83-bf8a-b1ebd5f91ecc,Pet_5512,1,Female,Large,Adopted,2025-07-12,,Cat,Sphynx,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
2a1021ab-0991-442b-8bd7-ea47f8b9a460,Pet_3028,14,Male,Large,Available,2025-08-19,,Cat,Persian,Forever Homes,SomeCity,SomeState,2025-12-31
8293e762-14dd-4e42-993e-d2363dd12496,Pet_6176,6,Female,Small,Adopted,2025-07-28,2025-09-20,Cat,Siamese,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
26754b5d-895a-4309-b66b-895f9d2d6e4b,Pet_1125,1,Female,Medium,Available,2025-09-26,,Dog,Mastiff,Forever Homes,SomeCity,SomeState,2025-12-31
aaec5bbb-d3b5-46a5-8149-d5d30331f9c9,Pet_7661,15,Male,Large,Pending,2025-09-07,,Dog,Yorkshire Terrier,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
23c896fc-ef85-4b59-abdc-ddd44eea3b5c,Pet_6517,11,Female,Medium,Pending,2025-10-10,2025-12-10,Dog,Yorkshire Terrier,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
5d500fcb-c037-4425-97e7-062a19545293,Pet_6850,0,Male,Medium,Available,2025-08-12,,Dog,Poodle,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
a5184200-7ba9-4def-9c49-2f2ace967996,Pet_7248,5,Male,Large,Available,2025-09-25,,Cat,Birman,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
2788bab8-3f38-4fe5-b8b5-fe5869686930,Pet_5121,12,Male,Small,Available,2025-08-05,2025-08-25,Cat,British Shorthair,Forever Homes,SomeCity,SomeState,2025-12-31
90183d4c-f8df-4ed7-b017-aaf529f285ce,Pet_1657,0,Female,Small,Available,2025-09-05,2025-11-08,Cat,Ragdoll,Forever Homes,SomeCity,SomeState,2025-12-31
d5ff1d56-2243-49ce-a154-0eedc1f51cdf,Pet_9186,8,Male,Small,Available,2025-11-12,2025-12-11,Dog,Cocker Spaniel,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
4c2630fa-7a27-41ac-9ad1-f2ff5750ccd8,Pet_8074,2,Male,Medium,Available,2025-10-09,,Cat,Norwegian Forest Cat,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
2ca2ccde-e11a-40b1-979b-d2aafb9beb40,Pet_3427,1,Female,Large,Available,2025-10-26,2026-01-12,Dog,Bulldog,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
28248580-0d6b-41b3-b7aa-765e72af6b3a,Pet_1149,5,Male,Medium,Available,2025-09-02,,Dog,German Shepherd,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
b7f0d295-3479-42e9-b78c-e48ff79e9edf,Pet_3890,2,Female,Small,Adopted,2025-09-29,2025-10-21,Dog,Australian Shepherd,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
2c09257f-815d-4a20-a669-54e2583373f8,Pet_7441,2,Female,Large,Pending,2025-12-15,,Cat,Birman,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
e4d97483-a453-4285-a94f-17cd3cbc17be,Pet_4772,0,Female,Small,Pending,2025-09-08,2025-11-05,Dog,Doberman,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
981815e9-35d3-4834-9fee-7c73cd32ebb8,Pet_2860,13,Male,Medium,Available,2025-09-22,,Dog,Labrador Retriever,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
a9eac4de-3dfd-4be1-bc12-d52b619807ea,Pet_5249,3,Male,Large,Available,2025-11-03,,Dog,Labrador Retriever,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
d179d69c-1c77-4c6a-924c-1a82d1669e3e,Pet_4767,8,Female,Large,Adopted,2025-12-09,,Dog,Great Dane,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
