pet_id,name,age,gender,size,status,date_arrived,adopted_date,type,breed,shelter_name,city,state,snapshot_date
a732cfba-eb02-4e72-9f88-bb68c73265c0,Pet_2993,3,Male,Small,Available,2025-09-03,,Cat,Scottish Fold,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
ee946428-f92a-45ba-9900-b2f049fd3126,Pet_3959,13,Female,Small,Pending,2025-07-09,,Dog,German Shepherd,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
11b5318e-51c0-427e-893d-82cb2dcc41b7,Pet_6087,6,Male,Large,Adopted,2025-09-23,,Cat,Scottish Fold,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
4a788d3d-c84d-4e2e-b905-2c12f41471a1,Pet_8668,15,Female,Large,Pending,2025-08-27,2025-09-10,Dog,Mastiff,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
dbbc99b9-7175-43ad-b4e5-7a33f9799930,Pet_9305,13,Female,Large,Adopted,2025-07-21,2025-10-04,Dog,Doberman,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
72689b86-070f-419f-811f-7e90ade70130,Pet_4034,9,Female,Large,Adopted,2025-07-17,,Cat,Oriental Shorthair,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
2955fa60-226e-4584-9ad7-d51932340225,Pet_3229,2,Male,Small,Available,2025-12-06,,Cat,Turkish Van,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
d3487b48-51a1-4330-a2f3-f5502b874f26,Pet_8679,1,Male,Large,Adopted,2025-12-31,,Dog,Shih Tzu,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
2ed10d43-8ef3-4ed3-b8e0-e3f6a5b1530a,Pet_9585,10,Female,Large,Available,2025-10-09,2025-12-07,Dog,Boxer,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
844420f4-8df8-405b-af30-263c198d0231,Pet_1260,3,Male,Small,Adopted,2025-07-12,2025-09-14,Cat,Abyssinian,Forever Homes,SomeCity,SomeState,2025-12-31
ba814a47-4621-4ded-9a00-abc7a9a93fac,Pet_3468,10,Male,Medium,Adopted,2025-11-27,2026-01-08,Cat,Persian,Forever Homes,SomeCity,SomeState,2025-12-31
b0afa56c-24d5-413d-a869-1d15b78d336f,Pet_6788,5,Male,Large,Pending,2025-07-31,2025-08-17,Cat,Siamese,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
84730ee4-a16b-463b-b17e-d498f8ee2530,Pet_7550,11,Female,Small,Pending,2025-10-02,,Dog,Doberman,Forever Homes,SomeCity,SomeState,2025-12-31
6b559f08-b2d4-4165-afe9-443703afb63b,Pet_1933,3,Male,Small,Available,2025-11-14,,Dog,Dachshund,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
00aae11e-6c1b-4654-a40a-0f4a4aa90178,Pet_5350,12,Male,Medium,Available,2025-11-13,,Cat,Turkish Van,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
107d1648-8619-45de-8394-12082eaf098a,Pet_5204,0,Female,Medium,Pending,2025-12-02,,Dog,Great Dane,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
161a4b42-b308-436e-82ea-8fc082eb78e7,Pet_2319,2,Male,Medium,Available,2025-08-04,,Cat,Devon Rex,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
80202a1b-104b-4546-8321-2da052b7557c,Pet_3157,6,Male,Large,Adopted,2025-11-30,,Cat,Sphynx,Forever Homes,SomeCity,SomeState,2025-12-31
73c89395-c84a-445d-9f02-78394c0a6dc9,Pet_6415,14,Male,Medium,Pending,2025-10-02,,Dog,Pomeranian,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
46af859f-386a-425c-8534-433c452d8ada,Pet_2961,7,Female,Medium,Available,2025-12-14,,Cat,Sphynx,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
ec8ff7f8-48f5-4cac-bca1-6dc079d1a2c5,Pet_9967,14,Female,Medium,Adopted,2025-08-21,2025-11-01,Cat,Turkish Van,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
85b56f4d-ac11-4a07-9d54-4d2fccdc5224,Pet_8902,6,Female,Medium,Pending,2025-07-28,2025-10-17,Dog,Beagle,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
f7c01bed-8259-4e29-beac-0d221fd983be,Pet_5619,8,Female,Small,Available,2025-09-16,,Dog,Bulldog,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
61e7cbef-458f-446a-be78-85afbbe1bc97,Pet_2398,3,Male,Small,Pending,2025-09-27,,Cat,Siamese,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
b4c0813c-3cf1-4698-99d1-e3863f4acb4e,Pet_4657,7,Male,Small,Adopted,2025-10-18,,Dog,Boxer,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
d2f11485-b3bb-42c9-ba10-c29fe39438d8,Pet_9228,14,Female,Medium,Available,2025-08-08,2025-10-28,Dog,Mastiff,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
f74e5f0a-affd-4b03-b027-f22c12648c3a,Pet_3166,14,Male,Large,Adopted,2025-10-14,,Cat,Siamese,Forever Homes,SomeCity,SomeState,2025-12-31
34325fd5-5263-48de-8818-0970a88f30ff,Pet_9003,2,Female,Medium,Available,2025-09-23,,Dog,Shih Tzu,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
f37c63b2-1039-4bf4-baea-094d8d586531,Pet_6463,4,Male,Medium,Available,2025-12-12,,Cat,Norwegian Forest Cat,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
571c7cc1-d802-4a79-ae72-4aa20ed4538c,Pet_9221,12,Male,Medium,Pending,2025-07-11,,Cat,British Shorthair,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
daf5aa72-5a1a-4fb5-9d2b-57af3da8ef3e,Pet_9445,13,Female,Medium,Available,2025-11-02,2025-11-18,Dog,Poodle,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
db9811e3-2c0e-42f8-9a88-1e58f1a035d2,Pet_8574,12,Male,Small,Adopted,2025-10-31,2025-12-10,Dog,Cocker Spaniel,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
