pet_id,name,age,gender,size,status,date_arrived,adopted_date,type,breed,shelter_name,city,state,snapshot_date
9ed951e1-0c2b-4b3b-9d19-da72c24f6fe0,Pet_9867,0,Female,Large,Available,2025-11-30,,Dog,Cocker Spaniel,Forever Homes,SomeCity,SomeState,2025-12-31
e18ee95c-71ec-4831-b51b-50d5f8be9b89,Pet_3591,14,Male,Medium,Adopted,2025-12-24,2025-12-31,Dog,Border Collie,Forever Homes,SomeCity,SomeState,2025-12-31
c3eff3a7-7b83-4e2e-8534-d86be960619c,Pet_8672,0,Male,Medium,Pending,2025-10-05,2025-12-20,Dog,Doberman,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
2301a081-b2c5-4f52-9d24-34c8cfe8f6b1,Pet_5063,6,Male,Medium,Available,2025-12-26,,Dog,Golden Retriever,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
f700c0f6-a841-4bd0-b7bb-dedfb092b594,Pet_3912,6,Female,Medium,Adopted,2025-12-16,,Dog,Rottweiler,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
bfb0f80d-ca81-4ef1-9b19-49733f995d2e,Pet_5573,14,Male,Large,Available,2025-07-17,,Cat,Himalayan,Forever Homes,SomeCity,SomeState,2025-12-31
96a7af19-e1b4-438b-99cd-c184616a6e26,Pet_1291,0,Male,Small,Pending,2025-12-31,,Dog,Border Collie,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
586ddb5e-2815-4dfb-a70f-5566e504c1e7,Pet_9344,9,Male,Small,Adopted,2025-11-14,,Cat,Scottish Fold,Forever Homes,SomeCity,SomeState,2025-12-31
365d7b4a-73b7-4d7c-ad74-03ea8abdf5c2,Pet_3674,1,Male,Large,Pending,2025-10-30,,Cat,Himalayan,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
2fcc1bf3-d0dd-4b07-b5ce-1306b333eb6b,Pet_8286,2,Male,Medium,Pending,2025-08-03,,Cat,Turkish Van,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
14828f3c-50c1-4418-b8d2-371a7f4b425d,Pet_1800,15,Female,Medium,Pending,2025-11-17,2026-01-15,Cat,Sphynx,Forever Homes,SomeCity,SomeState,2025-12-31
d6a23594-ec89-42ed-94c2-17e4fb5bc9f4,Pet_4178,7,Male,Medium,Adopted,2025-07-25,,Dog,Rottweiler,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
8545ed30-7a10-4bbf-bab5-1a67226b7084,Pet_5682,12,Male,Large,Adopted,2025-08-05,,Dog,Chihuahua,Forever Homes,SomeCity,SomeState,2025-12-31
b821e117-e897-4018-b68a-923224173fca,Pet_7819,0,Female,Medium,Adopted,2025-10-11,,Dog,German Shepherd,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
601ba04b-1b1a-427d-869b-ec49729b208b,Pet_4853,5,Male,Large,Adopted,2025-09-20,,Dog,Doberman,Forever Homes,SomeCity,SomeState,2025-12-31
f1e4de7b-8323-4aea-a69e-ec7e352300e2,Pet_6304,1,Male,Small,Available,2025-11-10,,Dog,Labrador Retriever,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
01cb4da5-019f-455b-aa31-448c5a271aad,Pet_7449,4,Male,Medium,Adopted,2025-12-17,2026-03-16,Cat,Siamese,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
96b0b341-f159-4a12-b149-2db6c33b0334,Pet_3665,14,Male,Small,Pending,2025-11-03,,Cat,Russian Blue,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
47926fc2-ca64-4e2f-a068-49c9f454250b,Pet_6886,11,Male,Medium,Adopted,2025-09-14,,Cat,British Shorthair,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
7d3c6618-bd10-4f59-b522-d80d7da78c83,Pet_6880,10,Female,Small,Adopted,2025-10-17,,Cat,British Shorthair,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
9b82840b-2baa-47d4-aa28-0c39737e0cd4,Pet_2091,1,Female,Large,Available,2025-10-07,2025-10-31,Cat,British Shorthair,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
3e138d82-754a-4554-b3f8-af26c3236258,Pet_8315,10,Female,Small,Pending,2025-08-05,2025-10-22,Cat,Ragdoll,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
7d968ef7-5c88-4d24-ae08-eb66897cde07,Pet_3164,6,Male,Small,Available,2025-09-09,2025-09-10,Cat,Turkish Van,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
ace49e2f-81b0-4b50-b8a9-61a035a732cd,Pet_6298,2,Male,Small,Pending,2025-10-21,,Dog,Yorkshire Terrier,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
a2e7aa21-236c-460d-853b-83bc043c55ce,Pet_9622,0,Female,Medium,Pending,2025-12-24,,Dog,Shih Tzu,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
3de4fbd9-36f8-44b4-aaf0-ec01c60f104d,Pet_2184,2,Female,Medium,Available,2025-10-24,,Cat,Sphynx,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
7a531521-053b-4152-b270-6a6c8236fcc5,Pet_5513,11,Female,Small,Pending,2025-12-06,,Dog,Poodle,Forever Homes,SomeCity,SomeState,2025-12-31
4de8d385-619e-4f78-8bc5-24e402636a3f,Pet_5037,12,Male,Medium,Pending,2025-12-26,,Dog,Pomeranian,Forever Homes,SomeCity,SomeState,2025-12-31
1486b427-ac9c-49b6-a536-69da83c66c1f,Pet_5016,3,Female,Medium,Adopted,2025-09-02,,Dog,Yorkshire Terrier,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
4c1550fb-bdfc-490f-91b4-f4211563c754,Pet_9807,13,Male,Small,Adopted,2025-09-22,2025-11-25,Cat,Sphynx,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
043e7213-84ce-4548-9c6c-e1b4a0ed5158,Pet_5630,6,Male,Small,Pending,2025-10-31,2025-11-05,Cat,Maine Coon,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
c669e541-6c36-4f8a-8ceb-96feedac722b,Pet_5969,1,Male,Medium,Adopted,2025-12-10,,Dog,German Shepherd,Forever Homes,SomeCity,SomeState,2025-12-31
e42828d2-44c8-4fcb-83db-64c0cb4a45aa,Pet_2403,12,Male,Large,Adopted,2025-09-29,2025-12-15,Dog,Chihuahua,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
f0982435-e921-4fe7-9df8-d7f146eefac2,Pet_1032,4,Male,Medium,Available,2025-08-25,,Cat,Ragdoll,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
27da8794-1e85-4c37-b8ab-94d89bb3312f,Pet_5352,8,Female,Small,Pending,2025-08-14,,Cat,Siamese,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
44a85201-7a12-4a01-a91f-1815d08e6f43,Pet_6652,9,Female,Small,Available,2025-07-15,,Dog,Bulldog,Safe Haven Animal Shelter,SomeCity,SomeState,2025-12-31
814a6219-d40a-4f8f-a07b-11bc91b26653,Pet_9464,1,Male,Medium,Available,2025-10-09,,Dog,Mastiff,Furry Friends Rescue,SomeCity,SomeState,2025-12-31
265ed6b2-e61e-4472-87ed-03ab7f71fd0f,Pet_5349,0,Male,Small,Available,2025-08-25,2025-09-20,Dog,Dachshund,Happy Tails Shelter,SomeCity,SomeState,2025-12-31
c5e7379a-2c66-41fe-aa32-b816725f27d9,Pet_2521,0,Female,Medium,Available,2025-11-28,2026-02-02,Dog,Australian Shepherd,Paws & Claws Rescue,SomeCity,SomeState,2025-12-31
b2de0f09-cb1e-432c-874b-6e9b68864b18,Pet_7982,8,Female,Medium,Pending,2025-12-10,2026-03-03,Cat,Himalayan,Forever Homes,SomeCity,SomeState,2025-12-31
